,0,1
0,None,None
1,None,None
2,if DrugA_gene100 < -0.40300515 and DrugA_gene482 >= 0.064274564 and DrugA_gene541 >= 0.76748097 and DrugA_gene592 < -0.23762494 and DrugA_gene595 >= 1.1076081 and DrugA_gene604 < -0.1231411 and DrugA_gene682 < -0.19383645 and DrugA_gene688 < -0.34865892 and DrugA_gene737 >= 0.2108738 and DrugA_gene740 < -0.12810612 and DrugA_gene789 >= 0.14866003 and DrugA_gene827 < -4.483038 and DrugB_gene69 >= -0.097717226 and DrugB_gene84 < 0.1488727 and DrugB_gene100 < -0.1275481 and DrugB_gene505 < 0.24857283 and DrugB_gene541 >= 0.0187193 and DrugB_gene592 < -0.8495133 and DrugB_gene595 < -0.058633722 and DrugB_gene688 < -0.17955905 and DrugB_gene737 < 0.5025402 and DrugB_gene789 >= -0.30877143 and GO:0007080 < 3.7860913 and GO:0007076 >= 30.7281 and then value = 6.1966633502,None
3,None,None
4,if DrugA_gene592 >= 0.2524313 and DrugA_gene688 < -0.33987492 and DrugA_gene740 < -0.036657356 and DrugB_gene69 >= 0.4365636 and DrugB_gene595 < -0.46668175 and DrugB_gene789 >= -0.31326652 and GO:0007080 < -24.229622 and GO:0007076 < -12.694374 and then value = 0.9107876156,None
5,None,None
6,None,None
7,if DrugA_gene60 < -4.585125 and DrugA_gene84 < 0.17570043 and DrugA_gene592 < 0.08380572 and DrugA_gene688 < -0.27164048 and DrugA_gene737 >= 0.2974177 and DrugA_gene827 >= -0.30408335 and DrugB_gene84 >= -0.7761676 and DrugB_gene372 >= 1.5120778 and DrugB_gene505 >= 0.20886628 and DrugB_gene541 < -4.356661 and DrugB_gene592 < -0.17807001 and DrugB_gene624 >= 0.13750863 and DrugB_gene737 < -2.156607 and DrugB_gene740 < -0.043246888 and DrugB_gene763 < -2.026792 and GO:0007076 >= 201.5346 and then value = 0.60330451038,None
8,if DrugA_gene60 >= 1.9237952 and DrugA_gene84 < 0.08072832 and DrugA_gene313 >= 0.02552243 and DrugA_gene541 >= -0.017374706 and DrugA_gene740 < -0.05370225 and DrugA_gene789 < -0.40992904 and DrugB_gene70 >= 0.047233578 and DrugB_gene84 >= 0.9816772 and DrugB_gene372 >= 1.5120778 and DrugB_gene482 < -0.06292951 and DrugB_gene592 >= 1.4761751 and DrugB_gene624 >= 0.29191995 and DrugB_gene688 < -0.36195415 and DrugB_gene737 < 0.5238899 and DrugB_gene740 < -0.5160778 and DrugB_gene939 < -0.4264209 and DrugB_gene953 < -0.559788 and GO:0007080 < -18.930954 and compress_node_level_boost_feature_0 < -18.370579 and then value = 3.6472426207,None
9,if DrugA_gene541 >= 0.76748097 and DrugA_gene595 >= 1.1076081 and DrugA_gene688 < -0.33987492 and DrugA_gene740 < -0.036657356 and DrugA_gene827 >= 0.27618974 and DrugB_gene69 >= 0.4365636 and DrugB_gene84 < 0.1488727 and DrugB_gene737 < -1.4207214 and DrugB_gene763 < -0.29393977 and DrugB_gene789 < -0.31326652 and DrugB_gene924 >= 0.7778863 and GO:0007080 < -24.672485 and then value = 0.0647987458,None
