,0,1
0,None,None
1,None,None
2,if DrugA_gene2 >= 1.1486764 and DrugA_gene33 < -0.48605537 and DrugA_gene52 < -4.5519886 and DrugA_gene79 >= 1.6467988 and DrugA_gene82 >= -0.18466991 and DrugA_gene131 >= 0.7285948 and DrugA_gene154 >= -0.1811457 and DrugA_gene202 >= 0.43832856 and DrugA_gene241 >= 1.9778323 and DrugA_gene410 >= -0.25965112 and DrugA_gene415 < 0.4807459 and DrugA_gene416 < -0.36863995 and DrugA_gene770 < -0.2646782 and DrugA_gene785 < -0.3172772 and DrugB_gene2 >= 0.91209364 and DrugB_gene60 < -0.85329884 and DrugB_gene106 >= 0.36163774 and DrugB_gene131 >= -0.2753034 and DrugB_gene148 < -1.1102833 and DrugB_gene234 < -0.9004104 and DrugB_gene330 >= 0.31026432 and DrugB_gene372 < 0.052654512 and DrugB_gene410 < 0.10289521 and DrugB_gene431 >= 0.6164584 and DrugB_gene736 >= 0.36664826 and DrugB_gene923 >= 0.031024402 and GO:0035239 >= 41.918873 and GO:0021915 < 5.637337 and GO:0030324 < 2.7693372 and compress_node_level_boost_feature_0 < -0.5302776 and then value = 6.2267737502000005,None
3,None,None
4,if DrugA_gene33 < 0.53015137 and DrugA_gene38 >= -0.13032575 and DrugA_gene79 >= 1.1143053 and DrugA_gene195 >= 0.17976469 and DrugA_gene245 >= 0.40688625 and DrugA_gene279 < -0.5943724 and DrugA_gene736 < -0.40556133 and DrugB_gene55 < -0.6773212 and DrugB_gene133 < -0.75875306 and DrugB_gene245 >= 0.17976937 and DrugB_gene525 < -0.15439308 and GO:0048565 >= 7.1632795 and GO:0030324 >= 0.5137179 and compress_LAYER_level_boost_feature_0 < -2.8850102 and compress_LAYER_level_boost_feature_1 < -3.7088633 and then value = 0.7462831293,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene154 >= -0.099693455 and DrugA_gene367 >= 0.4611436 and DrugA_gene415 < 0.16910303 and DrugA_gene736 >= 0.30564478 and DrugA_gene770 >= 0.30029032 and GO:0035239 >= 22.660065 and GO:0021915 >= 18.613455 and compress_node_level_boost_feature_0 >= 29.07903 and compress_LAYER_level_boost_feature_1 >= 48.833122 and then value = 3.406869654,None
9,None,None
10,if DrugA_gene52 < -0.16321117 and DrugA_gene55 < 0.07117231 and DrugA_gene60 < -0.23391916 and DrugA_gene133 >= 1.6269333 and DrugA_gene202 >= 0.6089329 and DrugA_gene525 < 0.28391895 and DrugA_gene770 >= 0.30029032 and DrugB_gene60 < -0.23318058 and DrugB_gene172 >= 0.06095458 and DrugB_gene410 >= -0.34085628 and GO:0035239 >= 22.660065 and GO:0021915 < 14.918179 and GO:0030324 >= 92.30035 and compress_node_level_boost_feature_0 >= 29.07903 and compress_LAYER_level_boost_feature_1 >= 30.849033 and then value = 10.044521796,None
11,None,None
12,None,None
13,None,None
