,0,1
0,None,None
1,None,None
2,if DrugA_gene2 < 0.48524034 and DrugA_gene81 < -0.013942267 and DrugA_gene134 >= 0.54451054 and DrugA_gene158 < -0.29420573 and DrugA_gene162 >= -0.4638693 and DrugA_gene199 >= 0.5901544 and DrugA_gene244 >= 0.27364725 and DrugA_gene262 >= 0.51516503 and DrugA_gene285 < 0.5370521 and DrugA_gene382 < -0.2728352 and DrugA_gene384 >= 0.15468392 and DrugA_gene412 < 0.23771255 and DrugA_gene463 >= -0.4620731 and DrugA_gene493 < -0.76659155 and DrugA_gene600 >= 0.25089788 and DrugA_gene640 >= 0.7536196 and DrugA_gene874 < 0.35545242 and DrugB_gene2 >= 3.849934 and DrugB_gene30 >= 0.923831 and DrugB_gene77 >= 0.37326437 and DrugB_gene157 >= -0.09097444 and DrugB_gene162 >= -0.3704989 and DrugB_gene184 >= 0.085887715 and DrugB_gene212 >= 0.2371714 and DrugB_gene355 >= 2.1132379 and DrugB_gene359 < -0.64705455 and DrugB_gene451 < -2.2276368 and DrugB_gene493 >= -0.11385944 and DrugB_gene518 >= 0.08955121 and DrugB_gene526 >= 0.16600356 and DrugB_gene531 < -0.19008398 and DrugB_gene540 >= -0.10976426 and DrugB_gene560 >= 0.20241481 and DrugB_gene763 >= -0.18854317 and DrugB_gene769 >= 0.23597991 and DrugB_gene844 < -0.24896795 and GO:2001020 < 6.958642 and GO:1900034 < -3.3986788 and GO:0032872 >= 0.17001931 and then value = 7.228814797999999,None
3,None,None
4,if DrugA_gene199 < -0.57403255 and DrugA_gene207 < -3.0959034 and DrugA_gene228 >= 1.2515938 and DrugA_gene244 >= 1.5566202 and DrugA_gene382 >= 0.35937828 and DrugA_gene383 < -0.37952328 and DrugA_gene384 >= 0.16839547 and DrugA_gene526 >= 1.1138258 and DrugA_gene603 < 0.02792937 and DrugB_gene22 >= 0.43163007 and DrugB_gene207 >= -0.9518637 and DrugB_gene228 < -0.78967595 and DrugB_gene252 < -0.2225684 and DrugB_gene763 >= 0.54550326 and DrugB_gene874 < -0.18937682 and GO:1905897 < -22.150642 and GO:2001020 >= 37.774162 and GO:1900034 < -29.887672 and GO:0032872 < -0.20189619 and compress_LAYER_level_boost_feature_0 < -14.265249 and then value = 0.58438184846,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene359 < -0.21589541 and DrugA_gene437 >= 0.20423608 and DrugA_gene640 < -0.26014322 and DrugB_gene158 < -0.19705386 and DrugB_gene244 < -0.8820597 and DrugB_gene252 < -0.2046513 and DrugB_gene531 >= 1.3174782 and DrugB_gene640 < -1.3263791 and GO:1905897 >= 158.76198 and GO:1900034 >= 4.780384 and GO:0032872 < 8.932084 and compress_node_level_boost_feature_0 >= 34.93721 and then value = 2.202099699,None
9,None,None
