,0,1
0,None,None
1,None,None
2,if DrugA_gene134 < -0.017513676 and DrugA_gene278 < -0.1916149 and DrugA_gene387 < 0.36792624 and DrugA_gene388 < -0.2685886 and DrugA_gene401 < -0.5165735 and DrugA_gene425 >= 0.53326523 and DrugA_gene593 >= -0.76069725 and DrugA_gene674 >= 1.3408551 and DrugA_gene708 < 0.36821204 and DrugA_gene822 >= 0.18898234 and DrugA_gene842 < -0.5941508 and DrugA_gene932 >= 1.0983944 and DrugB_gene114 < -0.50086945 and DrugB_gene134 < 0.12476939 and DrugB_gene278 >= 0.46860212 and DrugB_gene381 < -0.7820116 and DrugB_gene388 >= 0.28124207 and DrugB_gene401 >= -0.011283092 and DrugB_gene467 < 0.40389365 and DrugB_gene593 >= 0.6067567 and DrugB_gene696 >= 0.1397082 and DrugB_gene708 >= 1.1063669 and DrugB_gene842 >= 0.68499494 and DrugB_gene932 >= 0.512475 and GO:0000956 < 6.7771125 and then value = 6.710000906,None
3,None,None
4,None,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene52 < -2.0458 and DrugA_gene134 < -0.21816696 and DrugA_gene207 >= -0.2670348 and DrugA_gene696 >= -0.38920915 and DrugA_gene842 < -0.3473022 and DrugB_gene134 < -0.20922679 and DrugB_gene388 >= -0.013078952 and DrugB_gene401 >= 0.35790807 and DrugB_gene765 < 1.0493958 and DrugB_gene822 < 0.38300377 and GO:0000956 >= 173.91788 and then value = 2.868858646,None
9,None,None
10,if DrugA_gene52 < -0.60952735 and DrugA_gene114 >= -0.047410924 and DrugA_gene115 >= 0.4669845 and DrugA_gene204 >= 0.009171116 and DrugA_gene207 >= -0.23907399 and DrugA_gene278 < -0.29586846 and DrugA_gene401 < -1.1702677 and DrugA_gene425 < -4.111842 and DrugA_gene696 >= -0.050215937 and DrugA_gene708 < 0.48500568 and DrugA_gene822 < -0.7830676 and DrugA_gene842 >= -0.03844057 and DrugB_gene52 >= -0.112134464 and DrugB_gene134 >= -0.20922679 and DrugB_gene204 < -0.31472042 and DrugB_gene207 < -2.7441149 and DrugB_gene278 >= -0.17957821 and DrugB_gene401 >= 0.23769543 and DrugB_gene467 >= 1.0130091 and DrugB_gene674 < -0.6833222 and DrugB_gene708 < -0.29678893 and DrugB_gene765 < -0.58840334 and then value = 9.118986259999998,None
11,None,None
12,None,None
13,None,None
14,if DrugA_gene115 < 0.09814293 and DrugA_gene134 < -1.2628016 and DrugA_gene765 < -5.343675 and DrugA_gene842 < -1.5852609 and DrugA_gene932 >= 1.0983944 and DrugB_gene114 >= 1.1658511 and DrugB_gene207 >= -2.7451887 and DrugB_gene401 >= 0.20169033 and DrugB_gene696 < 0.64543915 and DrugB_gene822 >= 0.64770895 and DrugB_gene848 < 0.0033489247 and GO:0000956 >= 173.91788 and then value = 16.184551650000003,None
