,0,1
0,None,None
1,None,None
2,if DrugA_gene31 < -0.6367626 and DrugA_gene237 < -0.07109793 and DrugA_gene415 < 0.695211 and DrugA_gene478 < -0.30277133 and DrugA_gene587 < -0.28966603 and DrugB_gene148 >= 0.35786745 and DrugB_gene400 >= 0.27548325 and DrugB_gene415 >= 0.22657886 and DrugB_gene765 < -0.52844304 and DrugB_gene941 >= 0.23870014 and GO:0009615 < 3.7982478 and GO:0009617 < -41.75813 and compress_node_level_boost_feature_0 < -37.35538 and then value = 4.39680095125,None
3,None,None
4,if DrugA_gene39 < 0.80080986 and DrugA_gene77 < -0.22920972 and DrugA_gene169 < -0.028575849 and DrugA_gene210 < -0.25490183 and DrugA_gene427 < -0.40283224 and DrugB_gene31 >= 0.04680399 and DrugB_gene239 < -0.8400778 and DrugB_gene266 >= 0.4867096 and GO:0098542 >= 44.396896 and GO:0009615 < -31.630423 and compress_LAYER_level_boost_feature_0 >= 82.05366 and then value = 0.471338394,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene31 >= -0.0144839585 and DrugA_gene169 < -0.59671366 and DrugA_gene222 >= 1.0303144 and DrugA_gene478 < 0.046524733 and DrugA_gene488 < 0.055478636 and DrugB_gene31 < -1.0868049 and DrugB_gene148 >= 0.06042639 and DrugB_gene222 >= -0.93486667 and DrugB_gene237 >= 0.53203815 and DrugB_gene400 < 0.65637165 and DrugB_gene765 < 1.1332111 and GO:0098542 < 1.1426033 and GO:0009615 >= 161.8053 and then value = 4.696612907,None
9,None,None
10,if DrugA_gene39 < 0.80080986 and DrugA_gene77 < -0.22920972 and DrugA_gene148 < -1.3220156 and DrugA_gene169 < -0.028575849 and DrugA_gene210 < -0.25490183 and DrugA_gene400 < -0.26571578 and DrugA_gene415 < 0.79877836 and DrugA_gene478 < 0.042714022 and DrugA_gene563 < -0.040482413 and DrugA_gene587 < -0.266653 and DrugA_gene727 < -0.050333656 and DrugA_gene765 >= -0.39653486 and DrugB_gene31 >= 0.04680399 and DrugB_gene237 < -0.11731967 and DrugB_gene239 < -0.8400778 and DrugB_gene400 >= 0.28910238 and DrugB_gene415 < 0.7363022 and DrugB_gene427 >= 0.19281296 and DrugB_gene478 >= 0.41324908 and DrugB_gene563 >= -0.020979982 and DrugB_gene587 >= 0.30766225 and DrugB_gene727 < 0.12586081 and GO:0098542 < 1.0273895 and GO:0009615 < -29.427626 and GO:0009617 < -1.6231183 and then value = 9.32207199,None
11,None,None
12,None,None
13,None,None
