,0,1
0,None,None
1,None,None
2,if DrugA_gene11 < 0.10891012 and DrugA_gene206 >= 1.1561456 and DrugA_gene207 < -2.3899927 and DrugA_gene313 >= -0.61895096 and DrugA_gene334 < 0.042583324 and DrugA_gene346 < 0.05656834 and DrugA_gene419 < -0.46356326 and DrugA_gene573 < -2.8378713 and DrugA_gene581 < 0.3487613 and DrugB_gene82 >= 0.12172648 and DrugB_gene99 < -0.23907179 and DrugB_gene207 < 0.22431247 and DrugB_gene313 >= 0.3628531 and DrugB_gene573 < -1.7613883 and DrugB_gene581 < 0.01906464 and then value = 8.1174949,None
3,None,None
4,None,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene70 < -1.8582225 and DrugA_gene82 >= 0.17717594 and DrugA_gene98 >= 1.2244713 and DrugA_gene99 < 0.1096044 and DrugA_gene206 < -0.29671282 and DrugA_gene207 < -3.413231 and DrugA_gene269 >= 0.50421107 and DrugA_gene334 < -0.3102231 and DrugA_gene581 < 0.052480623 and DrugA_gene806 >= -0.131122 and DrugB_gene11 >= 0.23071755 and DrugB_gene70 < -0.6092499 and DrugB_gene82 >= 1.5726479 and DrugB_gene99 < -0.08799644 and DrugB_gene207 >= -0.8332924 and DrugB_gene573 >= -3.224034 and DrugB_gene581 >= -0.0028072037 and DrugB_gene806 >= 0.16856667 and then value = 0.29885145154,None
9,None,None
10,if DrugA_gene70 >= 0.38810736 and DrugA_gene98 >= 1.2244713 and DrugA_gene206 < -0.7057582 and DrugA_gene207 >= 1.5076206 and DrugA_gene573 >= 0.71404445 and DrugA_gene620 < 0.20852707 and DrugA_gene625 >= 1.1027789 and DrugA_gene806 >= -0.23480499 and DrugB_gene70 < -0.2552981 and DrugB_gene206 >= 0.37413108 and DrugB_gene207 >= 0.32785743 and DrugB_gene313 < -7.7351713 and DrugB_gene346 >= 1.9638934 and DrugB_gene419 >= 0.3253168 and DrugB_gene573 >= -1.7613883 and DrugB_gene806 >= 1.638999 and then value = 9.98753053917,None
11,None,None
12,None,None
13,None,None
14,if DrugA_gene11 >= 1.8565055 and DrugA_gene70 >= 0.19816016 and DrugA_gene82 >= 0.1775423 and DrugA_gene98 >= 1.2244713 and DrugA_gene206 < -0.29671282 and DrugA_gene207 >= 0.080035985 and DrugA_gene269 >= 0.50421107 and DrugA_gene313 >= -0.1647991 and DrugB_gene11 >= 0.23071755 and DrugB_gene206 >= 0.74684614 and DrugB_gene207 >= 0.22431247 and DrugB_gene346 < -0.43380895 and DrugB_gene573 < -1.7419338 and then value = 27.9291438833,None
15,if DrugA_gene70 >= 0.7500363 and DrugA_gene206 >= 1.1561456 and DrugA_gene207 < -2.3899927 and DrugA_gene313 >= -0.61895096 and DrugA_gene573 >= 2.7530518 and DrugA_gene581 < 0.3487613 and DrugA_gene895 >= 1.1069213 and DrugB_gene82 >= 4.63655 and DrugB_gene206 >= -0.67674875 and DrugB_gene207 >= 1.9358135 and DrugB_gene313 >= 0.977216 and DrugB_gene334 < -3.42716 and DrugB_gene806 >= 1.9282364 and DrugB_gene895 >= 1.5705955 and then value = 24.976682619,None
16,None,None
17,None,None
18,None,None
19,None,None
20,None,None
21,None,None
