,0,1
0,None,None
1,None,None
2,if DrugA_gene32 < -0.2451529 and DrugA_gene42 >= 0.49129558 and DrugA_gene44 < 0.29717612 and DrugA_gene70 >= 0.6779145 and DrugA_gene86 >= 0.4861355 and DrugA_gene255 < -0.20914713 and DrugA_gene287 < -0.18633926 and DrugA_gene313 >= 0.31914145 and DrugA_gene364 < -0.4645658 and DrugA_gene383 < 0.19104761 and DrugA_gene479 >= -0.012047763 and DrugA_gene691 >= 1.3444293 and DrugB_gene32 >= 0.53151286 and DrugB_gene44 >= 0.664899 and DrugB_gene75 >= 1.9534249 and DrugB_gene255 < -0.073611856 and DrugB_gene287 >= 1.6508638 and DrugB_gene364 < 0.2500168 and DrugB_gene383 >= 1.3529575 and DrugB_gene479 < -1.2526653 and DrugB_gene541 < -1.0385101 and DrugB_gene542 >= -0.063148506 and DrugB_gene691 >= 1.3798866 and DrugB_gene913 >= 1.8283179 and then value = 10.785101088000001,None
3,None,None
4,if DrugA_gene42 >= -0.069785014 and DrugA_gene70 >= -0.0062832236 and DrugA_gene75 < -0.8853099 and DrugA_gene255 < -0.9092996 and DrugA_gene313 >= 0.39807618 and DrugA_gene364 < -0.42377263 and DrugA_gene383 < -1.574012 and DrugA_gene913 < 0.15026036 and DrugB_gene32 < -0.2781487 and DrugB_gene42 < 0.080968015 and DrugB_gene70 < -0.14217886 and DrugB_gene75 >= 1.6819168 and DrugB_gene86 >= 0.9363811 and DrugB_gene287 < -0.47500747 and DrugB_gene313 >= 0.60528743 and DrugB_gene364 >= 3.4970434 and DrugB_gene383 < -1.5003871 and DrugB_gene479 < 0.4497521 and DrugB_gene541 >= 0.528433 and DrugB_gene542 < -0.5161561 and DrugB_gene691 >= -0.16098538 and then value = 1.999367075,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene32 < -0.33790308 and DrugA_gene44 < -0.48424202 and DrugA_gene75 < -0.38492587 and DrugA_gene86 >= -0.047135264 and DrugB_gene42 < 1.8136842 and DrugB_gene70 < -2.8879216 and DrugB_gene75 >= -0.8806282 and DrugB_gene691 >= 1.0483288 and GO:0044773 >= 85.47926 and then value = 2.883919402,None
9,if DrugA_gene42 >= 0.40511823 and DrugA_gene44 < 0.4670691 and DrugA_gene70 >= 0.00096819946 and DrugA_gene86 < -1.980576 and DrugA_gene287 < -0.42476678 and DrugA_gene313 >= 0.31914145 and DrugA_gene479 < -0.5687461 and DrugA_gene691 >= 0.18328224 and DrugA_gene913 < 0.49510813 and DrugB_gene287 < -0.040100038 and DrugB_gene313 < 0.26978862 and DrugB_gene364 < -0.033100054 and DrugB_gene541 < -0.23945639 and DrugB_gene542 >= 0.2727879 and DrugB_gene691 >= 0.2299833 and GO:0044773 < -35.709606 and then value = 3.520601033,None
