,0,1
0,None,None
1,None,None
2,if DrugA_gene11 < 0.10891012 and DrugA_gene76 >= 0.07020418 and DrugA_gene131 < -1.1206179 and DrugA_gene213 < 0.22594178 and DrugA_gene412 >= 1.4120884 and DrugA_gene415 < 0.88189065 and DrugA_gene515 >= 0.39923757 and DrugA_gene624 < -0.3215706 and DrugA_gene849 < -1.6442021 and DrugB_gene131 >= -0.13752297 and DrugB_gene412 < -0.18551211 and DrugB_gene515 < 0.08933966 and DrugB_gene624 >= 0.1140424 and then value = 4.57891868,None
3,None,None
4,if DrugA_gene131 < -0.29396558 and DrugA_gene412 >= 3.2893157 and DrugB_gene76 >= 1.0279477 and DrugB_gene176 >= 0.1168623 and DrugB_gene185 < -0.3930511 and DrugB_gene213 >= -0.06220588 and DrugB_gene296 < 0.100785 and DrugB_gene412 >= 0.3519206 and compress_LAYER_level_boost_feature_0 >= 48.70115 and then value = 0.27463842613,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene11 < 0.14178061 and DrugA_gene76 >= 1.226405 and DrugA_gene131 >= 0.7285948 and DrugA_gene158 < -0.53959775 and DrugA_gene176 < 0.15442142 and DrugA_gene185 >= 1.0352259 and DrugA_gene213 < -0.8792117 and DrugA_gene296 >= 0.016157264 and DrugA_gene412 >= 0.99593973 and DrugA_gene515 < -0.20996314 and DrugA_gene624 < -0.12346299 and DrugA_gene849 >= 0.48573685 and DrugB_gene11 >= 1.3704774 and DrugB_gene76 < -0.1227373 and DrugB_gene185 >= 4.658782 and DrugB_gene213 < 0.24944401 and DrugB_gene296 < -0.99219877 and DrugB_gene415 >= 1.1111498 and DrugB_gene624 < 0.06381601 and DrugB_gene849 < -0.25922555 and compress_LAYER_level_boost_feature_0 < 1.6903932 and then value = 3.320775231940001,None
9,None,None
10,if DrugA_gene131 < 0.10278258 and DrugA_gene158 < -0.24152298 and DrugA_gene296 >= 0.036746297 and DrugA_gene412 < 0.14788762 and DrugA_gene415 < 0.09509094 and DrugA_gene515 < -0.15593758 and DrugA_gene624 < 0.025002403 and DrugA_gene849 < -1.5639448 and DrugB_gene11 < -0.0415438 and DrugB_gene76 < -0.044798203 and DrugB_gene176 < -0.2139332 and DrugB_gene185 < -0.3930511 and DrugB_gene213 < -0.2132332 and DrugB_gene296 < 0.15333891 and DrugB_gene412 >= 2.8458047 and DrugB_gene415 >= 1.022207 and DrugB_gene515 >= 0.4894243 and DrugB_gene624 < -0.41079807 and then value = 7.544154872999999,None
11,None,None
12,None,None
13,None,None
