,0,1
0,None,None
1,None,None
2,if DrugA_gene27 >= 2.7134197 and DrugA_gene29 >= -0.54936445 and DrugA_gene30 < -1.3348951 and DrugA_gene89 >= -0.37241942 and DrugA_gene91 < -0.09911579 and DrugA_gene137 >= 0.6206218 and DrugA_gene210 >= 2.090383 and DrugA_gene211 < -4.0904865 and DrugA_gene233 < 0.45461008 and DrugA_gene235 < -0.41703838 and DrugA_gene290 >= 0.44864672 and DrugA_gene324 >= 0.24272984 and DrugA_gene357 < -1.4132253 and DrugA_gene361 >= 0.7093924 and DrugA_gene391 < -0.16751364 and DrugA_gene407 >= 0.5928469 and DrugA_gene423 < 0.2098026 and DrugA_gene424 < 0.47125545 and DrugA_gene541 >= 0.76748097 and DrugA_gene550 < 0.42281568 and DrugA_gene560 >= 0.7765988 and DrugA_gene575 < 0.062417954 and DrugA_gene583 < -0.20661956 and DrugA_gene584 >= 0.055629037 and DrugA_gene587 < -0.121776074 and DrugA_gene588 >= 0.10120748 and DrugA_gene597 >= 0.25384873 and DrugA_gene600 < -0.25082606 and DrugA_gene609 < 0.4142217 and DrugA_gene610 >= 0.07159544 and DrugA_gene623 < -0.2437984 and DrugA_gene652 < -0.12516437 and DrugA_gene701 >= 0.45382673 and DrugA_gene709 >= 0.3715405 and DrugA_gene713 >= 1.0182045 and DrugA_gene721 < -0.1637062 and DrugA_gene734 >= 0.97999036 and DrugA_gene773 >= 1.9800634 and DrugA_gene802 < -0.1962347 and DrugA_gene803 < -0.2706375 and DrugA_gene892 < 0.45065963 and DrugA_gene912 >= 0.156863 and DrugA_gene924 < -0.08300358 and DrugB_gene27 < -0.2285122 and DrugB_gene29 < -0.6945727 and DrugB_gene30 >= 0.36484194 and DrugB_gene85 < 0.16444272 and DrugB_gene89 < -0.41520458 and DrugB_gene90 < -0.7303442 and DrugB_gene91 >= -0.43250477 and DrugB_gene137 < -0.19613287 and DrugB_gene208 >= 0.0092078075 and DrugB_gene210 >= 2.644437 and DrugB_gene288 >= -0.66472244 and DrugB_gene290 < -0.15361047 and DrugB_gene317 < -0.27324104 and DrugB_gene324 >= 0.7001627 and DrugB_gene357 >= 1.3057518 and DrugB_gene361 < -0.5902841 and DrugB_gene391 < 0.17643628 and DrugB_gene393 >= 0.04385777 and DrugB_gene541 < -0.40181178 and DrugB_gene560 >= -0.4254979 and DrugB_gene584 >= 0.29831165 and DrugB_gene597 >= -0.025748402 and DrugB_gene609 < -0.10787231 and DrugB_gene610 < -1.1208824 and DrugB_gene624 < -0.00028984318 and DrugB_gene652 < -0.619743 and DrugB_gene679 < 0.03138896 and DrugB_gene685 >= 0.5462674 and DrugB_gene686 >= 0.37700194 and DrugB_gene701 < 0.05575017 and DrugB_gene709 < -0.108781844 and DrugB_gene713 < -2.1803937 and DrugB_gene714 >= 1.1027036 and DrugB_gene721 < 0.05998478 and DrugB_gene734 >= 0.2017705 and DrugB_gene755 < -0.12079865 and DrugB_gene799 < -0.17652357 and DrugB_gene802 < -0.1962347 and DrugB_gene817 < -0.63566947 and DrugB_gene831 < -0.57460284 and DrugB_gene892 < -0.47294435 and DrugB_gene900 >= 0.076769635 and DrugB_gene912 >= 0.54751176 and DrugB_gene924 < -0.8340094 and GO:0006886 >= 13.583534 and GO:0017038 >= 51.458733 and compress_node_level_boost_feature_0 < -59.314903 and then value = 7.8095613639999995,None
3,None,None
4,None,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene85 >= 0.13714021 and DrugA_gene89 >= -0.46597373 and DrugA_gene137 >= 0.025401583 and DrugA_gene210 < -0.2934338 and DrugA_gene235 < -0.030881278 and DrugA_gene361 >= 0.01424757 and DrugA_gene540 >= 1.2994809 and DrugA_gene641 < -0.22947526 and DrugA_gene703 >= 0.32054412 and DrugA_gene725 >= 0.74359035 and DrugA_gene755 < -0.36080143 and DrugB_gene29 < 0.041042253 and DrugB_gene288 >= -1.5837989 and DrugB_gene317 >= 1.0532193 and DrugB_gene361 >= -0.5902841 and DrugB_gene423 < -4.675612e-05 and DrugB_gene541 >= 0.31071016 and DrugB_gene587 >= 1.104095 and DrugB_gene685 < -0.36580756 and DrugB_gene703 >= 0.526932 and DrugB_gene713 >= -2.1803937 and DrugB_gene721 < -2.1225498 and DrugB_gene734 >= 0.5814564 and DrugB_gene802 >= 5.21075 and GO:0006886 < -0.88345075 and GO:0017038 >= 9.204039 and then value = 3.36594986,None
9,None,None
