,0,1
0,None,None
1,None,None
2,if DrugA_gene161 < 0.052771784 and DrugA_gene170 < -1.1774981 and DrugA_gene260 < -0.30341676 and DrugA_gene318 >= 0.32411695 and DrugA_gene386 >= -0.4050099 and DrugA_gene459 >= 0.6612148 and DrugA_gene517 < 0.020232456 and DrugA_gene525 < -0.2910593 and DrugA_gene591 < 0.19692607 and DrugA_gene631 >= 0.29728448 and DrugA_gene648 < -0.26015154 and DrugA_gene687 < 0.18939672 and DrugA_gene835 >= 0.5574404 and DrugA_gene914 < 0.008727569 and DrugA_gene928 < -1.3974011 and DrugA_gene945 < -1.4386683 and DrugA_gene948 >= -0.11916643 and DrugB_gene148 >= 0.67387474 and DrugB_gene281 >= 0.05072231 and DrugB_gene318 < -0.29463428 and DrugB_gene386 >= 0.30972695 and DrugB_gene459 >= 0.15969858 and DrugB_gene517 < 0.12076406 and DrugB_gene525 < -0.8027447 and DrugB_gene591 >= -0.07749247 and DrugB_gene629 >= 0.6742352 and DrugB_gene631 >= 3.0843735 and DrugB_gene648 < -0.23135017 and DrugB_gene687 < 0.15706962 and DrugB_gene835 >= 0.39920783 and DrugB_gene928 >= 3.7592554 and then value = 4.14050567,None
3,None,None
4,if DrugA_gene525 >= 0.36962697 and DrugA_gene835 < -1.88845 and DrugA_gene945 < -0.18559939 and DrugA_gene948 >= 1.2689788 and DrugB_gene161 < -0.24768998 and DrugB_gene170 >= 2.7735844 and DrugB_gene386 >= 0.34152466 and DrugB_gene517 < -0.50379324 and DrugB_gene525 >= 0.17138702 and DrugB_gene631 < -0.16583435 and DrugB_gene835 >= 0.38917384 and DrugB_gene948 < -6.62574 and GO:0006486 >= 49.110374 and then value = 0.46585899600999997,None
5,None,None
6,None,None
7,None,None
8,None,None
9,None,None
10,if DrugA_gene148 < -0.2972433 and DrugA_gene161 < 0.052771784 and DrugA_gene170 < -1.1774981 and DrugA_gene260 < -0.30341676 and DrugA_gene281 < -0.33442727 and DrugA_gene318 < -0.6641512 and DrugA_gene386 >= -0.4050099 and DrugA_gene459 < -0.1699036 and DrugA_gene517 >= 0.8403503 and DrugA_gene525 < -0.2910593 and DrugA_gene565 < -0.66928875 and DrugA_gene591 >= 1.1423237 and DrugA_gene631 >= 0.6792033 and DrugA_gene648 < 0.18084408 and DrugA_gene687 < 0.18939672 and DrugA_gene835 >= 0.5574404 and DrugA_gene914 >= 0.8317267 and DrugA_gene928 < -1.3974011 and DrugA_gene948 >= 0.91086996 and DrugB_gene148 >= 0.67387474 and DrugB_gene170 < 0.00904927 and DrugB_gene260 >= 0.20577985 and DrugB_gene281 < 0.26280198 and DrugB_gene318 < -0.29463428 and DrugB_gene386 < 0.2375421 and DrugB_gene459 >= 0.15969858 and DrugB_gene517 < 0.12076406 and DrugB_gene525 < -0.8027447 and DrugB_gene565 < 0.15711951 and DrugB_gene591 >= -0.07749247 and DrugB_gene629 >= 0.06469447 and DrugB_gene631 >= 0.69287825 and DrugB_gene648 < -0.23135017 and DrugB_gene687 >= 1.0537298 and DrugB_gene835 >= 0.39920783 and DrugB_gene914 >= 2.7744703 and DrugB_gene948 >= 0.5817666 and then value = 11.642503249999997,None
