,0,1
0,None,None
1,None,None
2,if DrugA_gene44 < 0.3482939 and DrugA_gene258 < -1.3994412 and DrugA_gene313 >= -0.15864141 and DrugA_gene415 < 0.8302593 and DrugA_gene450 < -0.016690806 and DrugA_gene541 >= 1.4619604 and DrugA_gene542 >= 1.4420431 and DrugA_gene844 < -0.8395865 and DrugA_gene912 >= 1.0549853 and DrugB_gene8 >= 0.11557062 and DrugB_gene70 < -0.14916974 and DrugB_gene313 >= -0.23769666 and DrugB_gene450 < -0.05121152 and DrugB_gene541 >= 0.14383954 and DrugB_gene912 < -0.47807917 and then value = 10.649397131999999,None
3,None,None
4,if DrugA_gene44 < -1.1795928 and DrugA_gene70 >= 0.23704703 and DrugA_gene313 >= 1.1875939 and DrugA_gene541 < -4.356661 and DrugA_gene844 < -0.02603817 and DrugB_gene8 >= 0.2931795 and DrugB_gene258 >= 0.6943741 and DrugB_gene415 >= 1.7802372 and DrugB_gene450 < 0.122906625 and DrugB_gene844 >= 1.0349171 and then value = 0.82028846,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene70 >= 0.23704703 and DrugA_gene313 >= 1.1875939 and DrugA_gene415 < 0.21468148 and DrugA_gene541 < -4.356661 and DrugA_gene844 < -0.02603817 and DrugB_gene8 >= 0.2931795 and DrugB_gene70 < -2.247521 and DrugB_gene258 >= 0.6943741 and DrugB_gene415 < -0.20738633 and DrugB_gene450 < -0.37224072 and DrugB_gene542 >= 1.348218 and DrugB_gene844 < 0.79996413 and then value = 4.163065232,None
9,None,None
10,if DrugA_gene8 < -0.124409735 and DrugA_gene70 >= 0.23704703 and DrugA_gene313 >= 0.081536174 and DrugA_gene415 < 0.45319685 and DrugA_gene450 < -1.6726546 and DrugA_gene541 < -0.35943764 and DrugA_gene542 >= 1.4420431 and DrugA_gene844 < 0.054761827 and DrugA_gene912 < -1.8366466 and DrugB_gene8 >= -0.09103893 and DrugB_gene70 < 0.36248237 and DrugB_gene258 >= 0.89408785 and DrugB_gene313 >= 0.081536174 and DrugB_gene541 >= -0.2578342 and DrugB_gene912 >= -0.055900782 and then value = 19.667362137630004,None
11,None,None
12,None,None
13,if DrugA_gene70 < -1.6506784 and DrugA_gene415 < 0.52537626 and DrugA_gene450 >= 1.4606049 and DrugB_gene44 >= 0.7337597 and DrugB_gene313 >= -0.26799753 and DrugB_gene415 >= 0.45675445 and DrugB_gene450 >= 0.0740148 and DrugB_gene541 >= -0.2144647 and then value = 0.40249981220000003,None
14,if DrugA_gene70 >= 0.3170741 and DrugA_gene415 < 0.45319685 and DrugA_gene542 >= 1.4420431 and DrugB_gene70 >= 0.34232706 and DrugB_gene258 < 2.2076719 and DrugB_gene313 >= 0.39227596 and DrugB_gene415 >= 0.28473788 and DrugB_gene450 < 0.6567199 and DrugB_gene541 >= 0.18727626 and DrugB_gene844 >= 0.67050177 and DrugB_gene912 < -0.9369864 and then value = 35.541672232,None
