,0,1
0,None,None
1,None,None
2,if DrugA_gene43 < 0.0985347 and DrugA_gene422 >= 2.109808 and DrugA_gene423 < -0.45990962 and DrugB_gene43 < -0.8764 and DrugB_gene244 >= 0.17152186 and DrugB_gene407 < 0.19644862 and DrugB_gene408 < 0.28054088 and DrugB_gene427 >= -0.34565598 and then value = 10.533955302999999,None
3,None,None
4,None,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene244 < -1.2868 and DrugA_gene407 < -0.6208245 and DrugA_gene421 < 0.10819785 and DrugA_gene424 < 0.20899704 and DrugA_gene427 < -1.2505014 and DrugB_gene43 < -0.8764 and DrugB_gene407 >= 4.334649 and DrugB_gene421 < 0.3883794 and DrugB_gene424 >= 0.9495047 and DrugB_gene652 < -2.3914747 and then value = 2.629238363,None
9,None,None
10,if DrugA_gene43 >= 0.657404 and DrugA_gene244 >= 0.43112135 and DrugA_gene407 >= 0.2957629 and DrugA_gene408 >= 1.6908283 and DrugA_gene421 < -0.5940685 and DrugA_gene424 < 0.20899704 and DrugA_gene652 < 0.116896346 and DrugB_gene244 < -0.24866931 and DrugB_gene407 < -0.032055244 and DrugB_gene408 < -0.37901098 and DrugB_gene422 >= 0.43556774 and DrugB_gene423 < 0.6313181 and DrugB_gene427 < -0.06454188 and then value = 20.0954470787,None
11,None,None
12,None,None
13,None,None
14,if DrugA_gene43 < 0.17788303 and DrugA_gene244 < -0.17798428 and DrugA_gene407 >= 0.6594367 and DrugA_gene408 < -0.24437243 and DrugA_gene422 < -0.6857768 and DrugA_gene424 < 0.4849507 and DrugA_gene427 < -0.9463404 and DrugB_gene43 >= 0.5815035 and DrugB_gene244 >= -0.34678864 and DrugB_gene407 >= 4.334649 and DrugB_gene408 < -2.0804536 and DrugB_gene421 >= 1.8115442 and DrugB_gene422 >= 0.32691538 and DrugB_gene423 >= 0.6057773 and DrugB_gene424 < 0.32071632 and DrugB_gene652 < 0.30937845 and then value = 27.5909402243,None
15,if DrugA_gene43 < 0.065054655 and DrugA_gene244 >= 1.3612905 and DrugA_gene407 >= 0.81296724 and DrugA_gene408 < -0.24437243 and DrugA_gene421 < 0.080039926 and DrugA_gene424 < 0.4849507 and DrugA_gene427 < -0.9129795 and DrugA_gene652 < -0.97545 and DrugB_gene43 >= 0.5815035 and DrugB_gene244 < -0.21183565 and DrugB_gene407 >= 4.334649 and DrugB_gene421 < -0.79231894 and DrugB_gene422 >= 0.32691538 and DrugB_gene423 >= 0.79789674 and DrugB_gene427 < -0.34261093 and then value = 31.5714514678,None
16,None,None
17,if DrugA_gene421 < -3.220996 and DrugB_gene43 >= 0.51022816 and DrugB_gene421 < -0.79231894 and DrugB_gene422 >= 0.43556774 and DrugB_gene423 < 0.027855992 and then value = 0.0541655267,None
18,None,None
19,None,None
20,None,None
21,None,None
22,None,None
23,None,None
24,None,None
