,0,1
0,None,None
1,None,None
2,if DrugA_gene99 >= 0.89311624 and DrugA_gene297 >= 1.0675521 and DrugA_gene330 < 0.024064064 and DrugA_gene421 < 0.5610472 and DrugA_gene424 >= 0.9255964 and DrugA_gene572 >= -0.029526867 and DrugA_gene576 < -1.3784504 and DrugB_gene297 >= 0.1208958 and DrugB_gene330 >= 1.7611177 and DrugB_gene421 >= -0.101675905 and DrugB_gene423 >= 0.535782 and DrugB_gene543 >= -0.10941717 and DrugB_gene652 < -0.4022234 and DrugB_gene923 >= 0.9617176 and then value = 2.79095538818,None
3,None,None
4,None,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene99 < -0.15104644 and DrugA_gene330 >= 0.49459422 and DrugA_gene422 >= 1.5116602 and DrugA_gene424 >= 1.8374283 and DrugA_gene543 < -0.38938454 and DrugA_gene572 >= 5.1708 and DrugA_gene576 >= 0.1427786 and DrugA_gene923 < -0.10513294 and DrugB_gene99 < 0.09680602 and DrugB_gene407 >= 4.334649 and DrugB_gene421 >= 1.4554942 and DrugB_gene424 >= 0.77233094 and DrugB_gene652 >= 0.0052917795 and compress_LAYER_level_boost_feature_0 >= 118.94139 and then value = 5.503471417493601,None
9,None,None
10,if DrugA_gene99 >= 0.5693524 and DrugA_gene297 >= 0.30224556 and DrugA_gene407 >= 0.8013414 and DrugA_gene421 < 0.5610472 and DrugA_gene652 >= 0.58925486 and DrugB_gene69 >= 0.053753033 and DrugB_gene290 < -0.30887884 and DrugB_gene297 >= 0.1208958 and DrugB_gene543 >= 1.033712 and then value = 5.86773408718,None
11,None,None
12,None,None
13,None,None
14,if DrugA_gene69 < -0.2124689 and DrugA_gene99 >= 0.89311624 and DrugA_gene290 >= 1.0688907 and DrugA_gene297 >= 1.0675521 and DrugA_gene313 < -1.8676753 and DrugA_gene330 < 0.024064064 and DrugA_gene407 >= 1.1527872 and DrugA_gene421 < 0.46868855 and DrugA_gene422 < -0.5045426 and DrugA_gene543 < -0.60276246 and DrugA_gene572 >= -0.029526867 and DrugA_gene576 < -1.3784504 and DrugA_gene652 < -0.5771394 and DrugA_gene923 < -0.33362854 and DrugB_gene69 >= -0.21878093 and DrugB_gene297 < 0.14598145 and DrugB_gene313 >= 0.16824883 and DrugB_gene330 >= 1.7611177 and DrugB_gene407 >= 4.334649 and DrugB_gene421 >= 1.121262 and DrugB_gene423 >= 0.535782 and DrugB_gene543 >= 2.2061193 and DrugB_gene572 >= 3.6313355 and DrugB_gene652 < 0.3078274 and DrugB_gene923 >= 0.9617176 and then value = 15.262559493,None
