,0,1
0,None,None
1,None,None
2,if DrugA_gene30 >= 0.19682069 and DrugA_gene129 >= 0.26485413 and DrugA_gene162 >= -0.4638693 and DrugA_gene210 < -0.3259148 and DrugA_gene228 >= -0.044984207 and DrugA_gene244 >= 0.27364725 and DrugA_gene245 >= 1.3395932 and DrugA_gene340 < -0.5474236 and DrugA_gene349 >= 0.63406014 and DrugA_gene350 >= 0.3522737 and DrugA_gene412 < 0.20929569 and DrugA_gene769 < -0.6697178 and DrugB_gene20 >= -0.6663889 and DrugB_gene30 >= 0.28390422 and DrugB_gene94 >= -0.24284758 and DrugB_gene199 < -0.42546344 and DrugB_gene245 >= 0.21343327 and DrugB_gene277 < -2.28047 and DrugB_gene292 >= -0.22220716 and DrugB_gene331 >= 0.744745 and DrugB_gene338 >= 1.4962289 and DrugB_gene526 >= 1.2835281 and DrugB_gene540 >= -0.1500507 and DrugB_gene769 >= -0.12986445 and GO:0031347 < -21.086136 and GO:0061041 >= 101.12115 and compress_LAYER_level_boost_feature_1 >= 109.82767 and then value = 5.0994996358,None
3,None,None
4,if DrugA_gene228 >= 0.8795737 and DrugA_gene350 >= 0.66162395 and DrugB_gene245 >= 0.033372667 and DrugB_gene350 >= 0.054963954 and DrugB_gene600 < 0.1335819 and GO:0080135 >= 2.8977797 and GO:0031347 >= 45.454475 and compress_node_level_boost_feature_0 >= 34.327232 and compress_LAYER_level_boost_feature_0 >= 178.75818 and compress_LAYER_level_boost_feature_1 >= 3.0677638 and then value = 0.95273280689,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene81 < -0.14711419 and DrugA_gene228 >= 5.010087 and DrugA_gene277 >= -0.4792181 and DrugA_gene501 >= 3.2036095 and DrugB_gene300 < 0.09570528 and DrugB_gene340 >= -0.41386753 and GO:0080135 >= 64.053955 and GO:0031347 >= 42.7582 and GO:0061041 < -7.12259 and compress_LAYER_level_boost_feature_1 >= 30.849033 and then value = 4.08890159,None
9,None,None
