,0,1
0,None,None
1,None,None
2,if DrugA_gene11 < 0.2876532 and DrugA_gene33 < -0.07829136 and DrugA_gene90 >= 0.85729736 and DrugA_gene91 < -0.22298265 and DrugA_gene148 >= 0.3014409 and DrugA_gene154 >= 2.0582252 and DrugA_gene172 < -1.0341996 and DrugA_gene257 < 0.2648381 and DrugA_gene409 >= 0.027378635 and DrugA_gene441 < -0.31775534 and DrugA_gene486 < -0.598661 and DrugB_gene33 < -1.5313969 and DrugB_gene55 >= -0.37002945 and DrugB_gene131 < -0.71998775 and DrugB_gene154 < -0.159534 and DrugB_gene245 >= 0.40688625 and DrugB_gene349 < -0.0425542 and DrugB_gene412 < -0.1814341 and DrugB_gene486 >= 1.2421808 and GO:0001649 >= 5.034842 and compress_LAYER_level_boost_feature_0 < 6.5032516 and compress_LAYER_level_boost_feature_1 >= 78.275894 and then value = 4.991469405,None
3,None,None
4,None,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene23 < -0.5579304 and DrugA_gene55 >= 0.67048126 and DrugA_gene90 < -0.40791366 and DrugA_gene91 < -0.21810913 and DrugA_gene154 >= 1.948925 and DrugA_gene172 < 0.3018001 and DrugA_gene251 < 0.15594402 and DrugA_gene257 < -0.035592444 and DrugA_gene349 < 0.17355025 and DrugA_gene409 < -0.75715137 and DrugA_gene412 < 0.09955124 and DrugA_gene441 < 0.07778248 and DrugA_gene486 >= 1.8588985 and DrugB_gene23 < 0.040058944 and DrugB_gene33 >= 0.6192391 and DrugB_gene90 >= -0.48118228 and DrugB_gene154 < -0.10971223 and DrugB_gene172 < 0.033039287 and DrugB_gene245 >= 0.795163 and DrugB_gene257 < -1.7105156 and DrugB_gene349 >= -0.0425542 and DrugB_gene409 < 0.40386498 and DrugB_gene441 >= -0.23554988 and DrugB_gene486 >= 1.059401 and compress_LAYER_level_boost_feature_1 < 3.0724952 and then value = 4.1387434,None
9,None,None
10,if DrugA_gene11 < 0.39165884 and DrugA_gene23 < -0.44121814 and DrugA_gene33 < -0.14530829 and DrugA_gene38 >= 0.064131714 and DrugA_gene55 < -0.0008046704 and DrugA_gene91 < -0.6597723 and DrugA_gene148 < -0.1730481 and DrugA_gene154 >= -0.2753281 and DrugA_gene156 < -0.35110897 and DrugA_gene172 < -1.0341996 and DrugA_gene251 < -0.698986 and DrugA_gene257 < 0.2648381 and DrugA_gene349 < 0.013159627 and DrugA_gene409 >= 0.027378635 and DrugA_gene412 < 0.22642934 and DrugA_gene441 < 0.54437613 and DrugA_gene486 >= -0.08158313 and DrugB_gene33 >= 0.45417786 and DrugB_gene38 >= 0.15272139 and DrugB_gene55 < -0.32489437 and DrugB_gene91 >= -0.24183846 and DrugB_gene131 < -0.01726143 and DrugB_gene148 >= 0.7201272 and DrugB_gene154 >= 1.2451257 and DrugB_gene156 < -0.6112439 and DrugB_gene172 >= 0.029239513 and DrugB_gene245 >= 0.40688625 and DrugB_gene257 < -0.9344853 and DrugB_gene349 < 0.11563714 and DrugB_gene412 < 0.038437195 and DrugB_gene441 < -0.23554988 and DrugB_gene486 < -0.056064263 and GO:0001649 >= 98.983215 and then value = 8.056283210999998,None
11,None,None
