,0,1
0,None,None
1,None,None
2,if DrugA_gene169 < -0.48342472 and DrugA_gene180 < -0.18740949 and DrugA_gene279 >= -0.08950047 and DrugA_gene351 >= -0.26665002 and DrugA_gene501 >= 0.6097765 and DrugA_gene515 >= 0.3020147 and DrugA_gene717 < -0.060395498 and DrugA_gene771 >= 0.7440836 and DrugB_gene2 >= 4.790452 and DrugB_gene169 < 0.2463922 and DrugB_gene180 < -0.107479796 and DrugB_gene279 < -1.6408423 and DrugB_gene324 >= 1.4765123 and DrugB_gene351 < -1.8435469 and DrugB_gene515 >= 0.36057276 and DrugB_gene717 >= 0.78764415 and DrugB_gene771 < -0.14695996 and then value = 5.012223826,None
3,None,None
4,if DrugA_gene2 >= 4.790452 and DrugA_gene169 < 0.7007779 and DrugA_gene324 >= -0.21930265 and DrugA_gene340 >= 0.62797034 and DrugA_gene771 < -0.15823577 and DrugB_gene2 >= 0.04792519 and DrugB_gene279 < -1.0251706 and DrugB_gene324 >= 1.4765123 and DrugB_gene340 < 0.049909048 and DrugB_gene501 < -3.8641233 and DrugB_gene717 < -0.11864783 and DrugB_gene771 < -1.7403255 and compress_LAYER_level_boost_feature_0 < -35.88366 and then value = 0.5621469165999999,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene169 < -0.39193088 and DrugA_gene279 >= 0.23537678 and DrugA_gene340 < 0.10428512 and DrugB_gene2 >= 4.790452 and DrugB_gene180 < -0.20994437 and DrugB_gene279 >= -1.561384 and DrugB_gene324 < -0.30853826 and DrugB_gene340 >= -0.2888735 and DrugB_gene351 < -0.36719137 and DrugB_gene501 >= -0.1345393 and DrugB_gene515 < 0.36057276 and DrugB_gene771 < -0.22527637 and then value = 2.64070835,None
9,None,None
10,if DrugA_gene2 < 0.057869785 and DrugA_gene169 < -0.3100909 and DrugA_gene180 < -0.17379999 and DrugA_gene351 >= 0.26048738 and DrugA_gene717 < 0.045476243 and DrugA_gene771 < -0.16395432 and DrugB_gene2 >= 0.14086208 and DrugB_gene279 >= -0.3428263 and DrugB_gene340 >= 3.352131 and DrugB_gene501 < 0.18028358 and DrugB_gene515 >= 0.072148524 and DrugB_gene717 < -0.07305948 and DrugB_gene771 >= 1.5815434 and then value = 7.317324726,None
11,None,None
12,None,None
13,None,None
14,if DrugA_gene2 < 0.20072772 and DrugA_gene169 >= 0.86201096 and DrugA_gene279 >= -0.07019184 and DrugA_gene324 >= 0.88895404 and DrugA_gene340 >= 0.5791906 and DrugA_gene351 < -0.3609974 and DrugA_gene515 >= 0.10457271 and DrugA_gene771 >= 2.5222158 and DrugB_gene2 >= 2.0052497 and DrugB_gene180 < -0.6511264 and DrugB_gene279 < -1.6252954 and DrugB_gene324 >= 4.168256 and DrugB_gene340 < -0.595659 and DrugB_gene351 < 1.0732458 and DrugB_gene501 < 3.2036095 and DrugB_gene515 < 0.09976462 and DrugB_gene771 >= 0.3409713 and then value = 13.820100344,None
