,0,1
0,None,None
1,None,None
2,if DrugA_gene2 < 0.07611208 and DrugA_gene33 >= 1.6576419 and DrugA_gene93 >= 0.44092727 and DrugA_gene154 >= -0.022557016 and DrugA_gene172 >= 0.44061697 and DrugA_gene236 < -0.064922646 and DrugA_gene279 < -1.9832175 and DrugA_gene363 < -0.33790782 and DrugA_gene414 < 0.32864934 and DrugA_gene415 < 0.29039496 and DrugA_gene423 < -0.15155274 and DrugA_gene471 < -0.021703541 and DrugA_gene562 < -0.36053473 and DrugA_gene728 < -0.43762475 and DrugA_gene777 >= 3.4826624 and DrugB_gene21 >= 0.25937116 and DrugB_gene87 >= 1.8157865 and DrugB_gene140 >= 0.25876334 and DrugB_gene147 >= 1.3177347 and DrugB_gene162 >= -0.3659234 and DrugB_gene169 < 0.29842818 and DrugB_gene172 >= 0.7375086 and DrugB_gene180 >= 1.1645296 and DrugB_gene233 < 0.19032237 and DrugB_gene279 >= 0.76743627 and DrugB_gene290 >= 0.14895125 and DrugB_gene350 >= 0.2607029 and DrugB_gene423 >= 0.45922035 and DrugB_gene471 >= 0.31145942 and DrugB_gene516 >= -0.0448049 and DrugB_gene667 >= 0.15588301 and DrugB_gene836 < -0.074692756 and DrugB_gene923 >= -0.35233325 and then value = 2.8762291956,None
3,None,None
4,if DrugA_gene33 >= 1.7248921 and DrugB_gene106 < -0.27309588 and DrugB_gene182 >= 0.520131 and then value = 0.064641625,None
5,None,None
6,None,None
7,if DrugA_gene2 >= 3.7146885 and DrugA_gene106 < -0.577559 and DrugA_gene154 >= -0.2597084 and DrugA_gene423 < 0.3442153 and DrugA_gene516 < 0.05239165 and DrugA_gene562 < -0.20196646 and DrugA_gene600 < 0.08861858 and DrugA_gene728 < -0.02396224 and DrugB_gene87 >= 0.07487005 and DrugB_gene139 >= 1.8202205 and DrugB_gene183 < -0.3940458 and DrugB_gene233 >= 0.4936505 and DrugB_gene279 >= -1.4395454 and DrugB_gene370 >= 0.07094702 and GO:0007411 >= 75.61634 and then value = 3.1412047920000004,None
8,None,None
9,if DrugA_gene309 >= 1.1292963 and DrugB_gene93 >= 0.44092727 and DrugB_gene140 >= 0.25393486 and DrugB_gene363 >= 1.0943971 and DrugB_gene471 >= 0.1711618 and GO:0007411 >= 111.687454 and then value = 0.07115254,None
10,if DrugA_gene93 >= 0.44092727 and DrugA_gene154 >= 0.03692911 and DrugA_gene162 >= -0.13882408 and DrugA_gene363 >= 0.6950878 and DrugA_gene423 < -0.15155274 and DrugA_gene471 < -0.22125058 and DrugA_gene516 < -0.17310606 and DrugA_gene600 >= 0.16068268 and DrugA_gene777 >= 3.4826624 and DrugB_gene87 >= 0.07063268 and DrugB_gene172 >= 0.7375086 and DrugB_gene180 >= 1.1645296 and DrugB_gene237 >= 0.08010646 and DrugB_gene350 >= 0.2607029 and DrugB_gene516 >= 0.79339373 and DrugB_gene600 < 0.02444018 and DrugB_gene923 >= 0.07627301 and then value = 4.732512341800001,None
11,None,None
12,None,None
13,None,None
