,0,1
0,None,None
1,None,None
2,if DrugA_gene11 < -0.15641887 and DrugA_gene38 >= 0.12432712 and DrugA_gene43 >= 0.5815035 and DrugA_gene106 < -1.4331961 and DrugA_gene129 < -0.22277477 and DrugA_gene140 < 0.19756538 and DrugA_gene152 < 0.2659655 and DrugA_gene154 >= 0.2930085 and DrugA_gene169 < 0.0424317 and DrugA_gene174 < -0.032217782 and DrugA_gene177 < -0.82559264 and DrugA_gene205 < 0.072861165 and DrugA_gene223 < 0.08922596 and DrugA_gene244 >= 0.33403552 and DrugA_gene408 < -0.37087068 and DrugA_gene417 < -0.5438241 and DrugA_gene423 < -0.27915686 and DrugA_gene427 >= 0.1122821 and DrugA_gene479 >= 0.34631753 and DrugA_gene516 >= 3.25175 and DrugA_gene528 < -0.40469757 and DrugA_gene699 < 0.6605176 and DrugB_gene6 < 0.49978393 and DrugB_gene43 >= 1.1222694 and DrugB_gene68 >= 1.9825611 and DrugB_gene106 < -0.9788517 and DrugB_gene140 < -0.48578775 and DrugB_gene154 < -0.1748372 and DrugB_gene169 < 0.2875169 and DrugB_gene172 >= 0.6757157 and DrugB_gene174 >= -0.018827025 and DrugB_gene175 >= -0.30157796 and DrugB_gene177 >= -0.04397302 and DrugB_gene205 >= 0.16846065 and DrugB_gene209 >= 0.9103943 and DrugB_gene244 >= 0.31121814 and DrugB_gene421 >= -0.0144678205 and DrugB_gene423 < -1.0083071 and DrugB_gene427 >= 1.2953236 and DrugB_gene516 >= 0.2548982 and DrugB_gene551 >= 0.7141039 and DrugB_gene713 < -2.1803937 and DrugB_gene934 >= 2.5098653 and GO:0099536 >= 226.4553 and GO:0023061 < 3.7764707 and GO:1905114 >= 65.58258 and compress_node_level_boost_feature_0 < 3.4354146 and compress_LAYER_level_boost_feature_1 < -10.778131 and then value = 5.105311918,None
3,None,None
4,None,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene11 < -0.15641887 and DrugA_gene106 < -0.23486954 and DrugA_gene140 < -0.10146939 and DrugA_gene154 >= -0.20373324 and DrugA_gene174 < 0.113330014 and DrugA_gene177 < -0.82559264 and DrugA_gene209 < -0.09406614 and DrugA_gene223 < -0.27859464 and DrugA_gene251 < -0.6231967 and DrugA_gene417 < -0.5438241 and DrugA_gene479 >= 0.34631753 and DrugA_gene516 < -1.3805003 and DrugB_gene6 >= 2.1865058 and DrugB_gene11 >= 1.8565055 and DrugB_gene106 < -0.9788517 and DrugB_gene152 < -0.3680324 and DrugB_gene174 < 0.43501565 and DrugB_gene177 >= -0.38531235 and DrugB_gene209 >= 0.813933 and DrugB_gene479 < -0.62978554 and DrugB_gene713 >= -2.1803937 and GO:0099536 < -31.149412 and GO:1905114 < 0.81970394 and compress_node_level_boost_feature_0 < -2.1942172 and compress_LAYER_level_boost_feature_1 < -10.381046 and then value = 3.5388198674999995,None
9,None,None
