,0,1
0,None,None
1,None,None
2,if DrugA_gene72 < -0.53988755 and DrugA_gene125 >= 6.1009355 and DrugA_gene352 < 0.27800602 and DrugA_gene353 < 0.50405 and DrugA_gene355 < -1.1291525 and DrugA_gene356 >= 0.6271702 and DrugA_gene886 < -1.045845 and DrugB_gene71 >= -0.1621788 and DrugB_gene123 >= 0.5613997 and DrugB_gene354 >= 0.23944522 and DrugB_gene355 >= -0.05552701 and DrugB_gene886 >= 3.512875 and then value = 13.554944763000002,None
3,None,None
4,None,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene71 >= 0.38743794 and DrugA_gene72 >= 1.82715 and DrugA_gene351 < -0.7872899 and DrugA_gene354 < -0.18418722 and DrugA_gene492 >= -0.28054884 and DrugB_gene71 >= -0.47042876 and DrugB_gene72 < 1.2460927 and DrugB_gene123 >= 0.55915904 and DrugB_gene124 < -8.89971 and DrugB_gene125 < 0.26932424 and DrugB_gene356 >= 0.77246416 and DrugB_gene492 >= 1.6203058 and DrugB_gene886 < 1.1210496 and then value = 6.3715471022,None
9,None,None
10,if DrugA_gene123 >= -0.32873696 and DrugA_gene124 < -0.3457988 and DrugA_gene125 >= 6.1009355 and DrugA_gene351 >= 3.891873 and DrugA_gene352 < -0.29535103 and DrugA_gene353 < -2.558865 and DrugA_gene356 >= 0.62730443 and DrugB_gene72 >= 0.8582785 and DrugB_gene123 < -0.4523301 and DrugB_gene124 >= 0.79363585 and DrugB_gene352 >= 0.3874029 and DrugB_gene354 < -0.5495299 and DrugB_gene355 < 0.24535859 and DrugB_gene492 < 0.30075645 and DrugB_gene690 >= 0.25592595 and DrugB_gene886 >= 3.512875 and then value = 20.224063985900006,None
11,None,None
12,None,None
13,if DrugA_gene72 >= 1.420779 and DrugA_gene123 >= -0.32873696 and DrugA_gene124 < -0.29285625 and DrugA_gene353 < -4.4744534 and DrugA_gene354 < -0.87295 and DrugA_gene355 < -0.7590517 and DrugA_gene356 >= 0.62730443 and DrugA_gene690 < -0.21367931 and DrugA_gene886 < -1.045845 and DrugB_gene72 >= 0.8582785 and DrugB_gene124 < 0.79363585 and DrugB_gene351 < -4.7649 and DrugB_gene352 >= 1.975662 and DrugB_gene354 < -0.5495299 and DrugB_gene355 < 0.6378237 and DrugB_gene356 >= 0.035703726 and DrugB_gene492 < -0.08849597 and DrugB_gene690 >= 0.25592595 and then value = 3.8601511739000003,None
14,if DrugA_gene71 >= 0.4165992 and DrugA_gene123 < -2.4251702 and DrugA_gene124 >= 0.12561923 and DrugA_gene351 < -3.003244 and DrugA_gene352 < -0.70157504 and DrugA_gene353 < -0.5417409 and DrugA_gene886 >= -0.05067081 and DrugB_gene71 >= -0.47042876 and DrugB_gene124 >= -0.07306176 and DrugB_gene125 < -3.3441374 and DrugB_gene352 >= 1.0923052 and DrugB_gene355 >= -0.049482264 and DrugB_gene356 < 0.77246416 and DrugB_gene690 < -0.71993434 and then value = 18.374887086,None
