,0,1
0,None,None
1,None,None
2,if DrugA_gene100 < -0.64551735 and DrugA_gene308 < -2.247363 and DrugA_gene415 < 0.8700955 and DrugA_gene560 >= 0.04610637 and DrugA_gene587 < 0.56842315 and DrugA_gene798 < -0.93017817 and DrugA_gene808 < -0.4057158 and DrugA_gene825 < 0.41005522 and DrugA_gene834 >= 0.06930609 and DrugA_gene892 >= 5.2965717 and DrugA_gene924 >= 0.5699084 and DrugB_gene100 < -0.82620454 and DrugB_gene239 >= 0.31905663 and DrugB_gene415 >= 2.017293 and DrugB_gene462 < -1.8412018 and DrugB_gene505 < 0.29195517 and DrugB_gene560 >= 2.874596 and DrugB_gene587 < -0.050139453 and DrugB_gene600 < -0.20918363 and DrugB_gene806 < -0.9665129 and DrugB_gene813 < -0.17647791 and DrugB_gene834 < 0.17406636 and DrugB_gene892 >= 0.07790207 and DrugB_gene924 >= 0.08448918 and then value = 5.599555694999999,None
3,None,None
4,if DrugA_gene308 >= 2.509275 and DrugA_gene415 >= 0.9465164 and DrugA_gene806 >= 0.5990988 and DrugA_gene892 >= 5.2965717 and DrugB_gene308 >= 0.76355934 and DrugB_gene505 < -0.7941438 and DrugB_gene519 >= -0.29340553 and DrugB_gene808 >= 1.7636449 and compress_LAYER_level_boost_feature_0 >= 178.75818 and then value = 0.509314656,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene600 < 0.03850373 and DrugB_gene239 >= -1.9877443 and DrugB_gene587 >= 0.6864519 and then value = 2.1861802442,None
9,None,None
10,if DrugA_gene239 < 0.79302394 and DrugA_gene415 < 0.45319685 and DrugA_gene505 < 0.49888253 and DrugA_gene519 >= -0.09803493 and DrugA_gene587 < 0.59483933 and DrugA_gene600 < -0.30421934 and DrugA_gene798 >= 0.93293417 and DrugB_gene239 >= 0.2580394 and DrugB_gene308 >= 0.18035382 and DrugB_gene415 < 0.53258944 and DrugB_gene587 >= 0.11997688 and DrugB_gene600 < -0.20918363 and DrugB_gene806 < -0.39507344 and DrugB_gene813 >= 0.20142582 and DrugB_gene825 < -0.7548738 and DrugB_gene834 < 0.06757921 and DrugB_gene838 >= 0.24518788 and DrugB_gene906 >= -0.47551185 and DrugB_gene924 >= 0.08448918 and then value = 10.792698170000001,None
11,None,None
12,None,None
13,if DrugA_gene560 >= 1.631993 and DrugA_gene838 >= 1.5855601 and DrugA_gene924 < -1.7083461 and DrugB_gene825 < 0.16045001 and DrugB_gene892 >= 4.199271 and compress_LAYER_level_boost_feature_0 >= 31.285559 and then value = 0.08046168,None
