,0,1
0,None,None
1,None,None
2,if DrugA_gene8 >= 1.6078304 and DrugA_gene107 >= -0.372764 and DrugA_gene169 >= 4.8641057 and DrugA_gene189 < -4.718404 and DrugA_gene321 < -0.23148157 and DrugA_gene322 >= -0.16189466 and DrugA_gene415 < 0.88189065 and DrugA_gene452 >= 0.029734632 and DrugA_gene479 < -0.28468925 and DrugB_gene79 < -1.1531191 and DrugB_gene107 < -0.28015265 and DrugB_gene169 >= 0.6407 and DrugB_gene189 < 1.0358412 and DrugB_gene415 >= 1.2332783 and DrugB_gene452 < -0.03745786 and DrugB_gene844 < 0.21026799 and DrugB_gene912 >= 3.6374002 and then value = 8.33856305,None
3,None,None
4,None,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene8 < 0.24471074 and DrugA_gene107 < -0.55649453 and DrugA_gene169 < -0.5691434 and DrugA_gene189 < -0.53442466 and DrugA_gene321 >= 0.35526514 and DrugA_gene322 >= -0.48325998 and DrugA_gene415 < -0.17157447 and DrugA_gene451 >= -0.073245235 and DrugA_gene452 >= 0.058751546 and DrugA_gene479 < -4.078173 and DrugB_gene79 >= 0.91072226 and DrugB_gene107 >= 2.5573006 and DrugB_gene114 >= 2.5718489 and DrugB_gene169 >= -0.20231697 and DrugB_gene189 < -2.7301445 and DrugB_gene415 >= 0.36732477 and DrugB_gene452 >= -0.68948495 and DrugB_gene479 < -4.2902594 and DrugB_gene844 < 0.62131137 and compress_LAYER_level_boost_feature_0 >= 178.75818 and then value = 4.34466308824,None
9,None,None
10,if DrugA_gene8 >= 0.6739025 and DrugA_gene107 >= 0.18959945 and DrugA_gene114 < -0.5154798 and DrugA_gene169 < -0.062007472 and DrugA_gene189 >= 0.18705565 and DrugA_gene321 >= 0.08644962 and DrugA_gene322 >= 0.3200231 and DrugA_gene415 < 0.54922116 and DrugA_gene451 >= 0.008218683 and DrugA_gene452 >= 0.11303437 and DrugA_gene479 < -3.2251089 and DrugA_gene844 < 0.5956961 and DrugA_gene912 >= 0.21158305 and DrugB_gene8 >= 2.1463125 and DrugB_gene107 >= 0.7753922 and DrugB_gene114 < -0.6723729 and DrugB_gene169 >= 5.4207807 and DrugB_gene189 >= 0.9733164 and DrugB_gene321 >= 1.5530934 and DrugB_gene322 < -2.1765122 and DrugB_gene415 < 0.4874848 and DrugB_gene451 < 0.5694102 and DrugB_gene452 >= 0.25519738 and DrugB_gene479 >= 0.14183888 and DrugB_gene844 < 0.052297473 and DrugB_gene912 >= 3.6374002 and then value = 8.341893979999998,None
11,None,None
12,None,None
13,if DrugA_gene107 >= 2.7313805 and DrugA_gene114 < -0.4912189 and DrugA_gene189 < -1.0536789 and DrugA_gene321 >= 0.0663441 and DrugA_gene415 < 0.432428 and DrugB_gene107 >= 0.36525267 and DrugB_gene321 < -0.16057658 and DrugB_gene322 < -0.3972729 and DrugB_gene844 < 0.6002125 and DrugB_gene912 >= 3.6374002 and compress_LAYER_level_boost_feature_0 >= 91.14383 and then value = 0.40865076664,None
