,0,1
0,None,None
1,None,None
2,if DrugA_gene2 < 0.049007248 and DrugA_gene52 < -0.63970715 and DrugA_gene79 >= 0.104099184 and DrugA_gene80 >= -0.029858366 and DrugA_gene91 >= 0.49729383 and DrugA_gene95 < -0.3382432 and DrugA_gene129 >= 0.26217562 and DrugA_gene132 >= 0.7992724 and DrugA_gene144 < -0.73049116 and DrugA_gene174 < -0.3104648 and DrugA_gene239 < 0.1444344 and DrugA_gene242 < -0.031720854 and DrugA_gene251 < 0.15166453 and DrugA_gene258 >= 0.27040035 and DrugA_gene268 < -0.12662923 and DrugA_gene289 < -0.34130457 and DrugA_gene299 >= 0.16770059 and DrugA_gene323 < -0.34154066 and DrugA_gene372 < -0.8124889 and DrugA_gene470 >= 0.3431057 and DrugA_gene478 < 0.2396855 and DrugA_gene667 < -0.15933238 and DrugA_gene736 < -3.3911726 and DrugA_gene811 < -0.17396235 and DrugB_gene2 >= 0.07395962 and DrugB_gene52 < -0.9380516 and DrugB_gene53 < -0.70098263 and DrugB_gene80 >= 1.0002953 and DrugB_gene132 < -0.05521406 and DrugB_gene143 >= 0.06308103 and DrugB_gene144 >= 0.9647776 and DrugB_gene174 >= 0.40122765 and DrugB_gene239 >= -0.013831098 and DrugB_gene242 >= 1.1146548 and DrugB_gene251 < -0.666646 and DrugB_gene258 < -0.12788425 and DrugB_gene289 >= -0.2796358 and DrugB_gene299 < -2.5986426 and DrugB_gene336 >= 0.6363648 and DrugB_gene372 < 0.0056203157 and DrugB_gene400 >= 0.01014476 and DrugB_gene478 >= 0.5988865 and DrugB_gene533 < 0.17587039 and DrugB_gene736 >= 0.5854249 and DrugB_gene811 >= -0.12539934 and GO:0007507 < -40.74791 and GO:0001568 >= 230.49399 and compress_node_level_boost_feature_0 < 2.3958213 and then value = 6.902063794000001,None
3,None,None
4,if DrugA_gene239 < -1.1257828 and then value = 0.08043256,None
5,None,None
6,None,None
7,if DrugA_gene174 < -0.9554025 and DrugA_gene299 >= 0.16770059 and DrugA_gene336 >= 0.6516093 and DrugB_gene2 >= 0.06548798 and DrugB_gene132 < -0.05521406 and DrugB_gene299 < -2.5986426 and DrugB_gene478 >= 0.48637682 and DrugB_gene533 < 0.0265151 and GO:0001568 < -7.924266 and compress_node_level_boost_feature_0 < -7.8810835 and compress_LAYER_level_boost_feature_1 < -12.158628 and then value = 0.222286274,None
8,if DrugA_gene2 >= 1.1486764 and DrugA_gene53 >= 0.75934505 and DrugA_gene79 >= 0.29904372 and DrugA_gene80 >= 0.7191926 and DrugA_gene95 < -1.790488 and DrugA_gene129 >= 0.26217562 and DrugA_gene242 < 0.1373939 and DrugA_gene251 < 0.13528547 and DrugA_gene289 >= 0.19927585 and DrugA_gene336 < -3.1833966 and DrugA_gene372 >= -0.30924612 and DrugA_gene736 < -0.33934358 and DrugB_gene2 >= 0.028616037 and DrugB_gene79 >= -3.087212 and DrugB_gene91 < -0.61858094 and DrugB_gene95 < -1.8534629 and DrugB_gene129 >= -0.05547125 and DrugB_gene143 >= -0.40495628 and DrugB_gene239 >= -0.98430777 and DrugB_gene478 >= 0.48637682 and DrugB_gene533 < 0.18141551 and DrugB_gene811 >= 0.41485238 and GO:0007507 < 4.0219646 and GO:0001568 < 1.4574993 and compress_LAYER_level_boost_feature_1 < 2.0343049 and then value = 3.647310469,None
9,None,None
