,0,1
0,None,None
1,None,None
2,if DrugA_gene23 < 0.41704282 and DrugA_gene31 < -0.6367626 and DrugA_gene33 < -1.1400461 and DrugA_gene144 < -0.14599273 and DrugA_gene171 >= -0.2712922 and DrugA_gene201 >= 0.39446202 and DrugA_gene211 >= 0.048033398 and DrugA_gene226 >= -0.32154086 and DrugA_gene310 < -0.049413957 and DrugA_gene371 < 0.4338017 and DrugA_gene769 < -0.078890815 and DrugA_gene805 >= 0.48014474 and DrugB_gene0 < -0.6116415 and DrugB_gene23 >= -0.46366602 and DrugB_gene33 >= -0.08076729 and DrugB_gene171 >= -0.02335707 and DrugB_gene184 < -0.18249457 and DrugB_gene201 >= -0.2224288 and DrugB_gene251 >= -0.18906191 and DrugB_gene268 >= 0.14257658 and DrugB_gene309 >= 0.056095593 and DrugB_gene310 < -0.64998776 and DrugB_gene396 >= 0.08675288 and DrugB_gene423 < 0.13925537 and DrugB_gene695 >= -0.40209812 and DrugB_gene769 >= 0.030617539 and DrugB_gene805 < 0.11077356 and then value = 6.07040098,None
3,None,None
4,if DrugA_gene23 < 0.18674348 and DrugA_gene31 < -0.6475924 and DrugA_gene33 < 0.53015137 and DrugA_gene144 < -3.3044562 and DrugA_gene171 >= 0.45780683 and DrugA_gene251 >= 5.3211 and DrugB_gene23 < -1.8263193 and DrugB_gene33 >= 1.537782 and DrugB_gene184 < -0.29076988 and DrugB_gene251 >= 1.931721 and DrugB_gene268 < -0.6883366 and DrugB_gene310 < -0.04976483 and DrugB_gene463 >= -0.0355134 and DrugB_gene595 >= 1.1076081 and GO:0043524 < -30.869751 and compress_LAYER_level_boost_feature_0 >= 2.8579412 and then value = 1.0915772217,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene0 < -0.5729618 and DrugA_gene23 < 0.73952675 and DrugA_gene93 >= -0.1780754 and DrugA_gene211 >= -0.018579023 and DrugA_gene226 < -1.4586527 and DrugA_gene371 < 0.10310057 and DrugA_gene798 < -0.5879284 and DrugA_gene805 >= 0.020576417 and DrugA_gene900 >= -0.064995445 and DrugB_gene0 >= -0.6116415 and DrugB_gene11 >= 0.40325916 and DrugB_gene93 < 0.049341857 and DrugB_gene201 < 0.12470625 and DrugB_gene268 < -0.13177131 and DrugB_gene339 >= 0.326301 and DrugB_gene408 < -3.023272 and DrugB_gene417 < 0.18774024 and DrugB_gene437 < -0.86532795 and DrugB_gene601 >= -0.29136932 and DrugB_gene643 >= -0.4801128 and GO:0043524 >= 116.86482 and compress_LAYER_level_boost_feature_0 >= 166.13771 and then value = 4.37481877736,None
9,None,None
