,0,1
0,None,None
1,None,None
2,if DrugA_gene194 < -0.3194935 and DrugA_gene279 < -0.88222504 and DrugA_gene607 < 0.46244365 and DrugA_gene721 >= 1.7766321 and DrugA_gene915 >= 0.20684727 and DrugB_gene23 >= -0.30244756 and DrugB_gene195 >= 0.011395397 and DrugB_gene215 >= -0.49231112 and DrugB_gene244 < -0.89292705 and DrugB_gene279 >= 0.43375906 and GO:0050768 >= 81.805336 and GO:0050769 < 1.6095432 and then value = 3.0350041260000005,None
3,None,None
4,None,None
5,None,None
6,None,None
7,if DrugA_gene106 >= 0.17037624 and DrugA_gene149 < 0.5399804 and DrugA_gene244 >= 0.27364725 and DrugA_gene722 >= 1.0446471 and DrugB_gene23 < 0.3690313 and DrugB_gene106 < -0.13792683 and DrugB_gene181 >= 0.48639345 and DrugB_gene215 >= -0.057012632 and DrugB_gene226 < -0.15473269 and DrugB_gene234 >= -0.21702562 and DrugB_gene293 < -0.93138015 and DrugB_gene516 >= -0.112783 and GO:0050768 >= 31.064419 and GO:0050769 < -17.851192 and compress_node_level_boost_feature_0 >= 83.80469 and then value = 1.5751704499999999,None
8,if DrugA_gene215 < -0.31271046 and DrugA_gene226 >= 0.068421714 and DrugA_gene293 < -1.2456851 and DrugA_gene380 < 0.029948048 and DrugA_gene471 < 0.15751463 and DrugA_gene499 >= 1.8088386 and DrugA_gene516 >= 2.2050023 and DrugA_gene899 < -0.33027405 and DrugB_gene131 < -0.71998775 and DrugB_gene226 < 0.81743777 and DrugB_gene244 < -0.95454454 and DrugB_gene279 >= -1.6252954 and GO:0050769 >= 87.30803 and then value = 2.3509146849999993,None
9,None,None
10,if DrugA_gene195 < -0.67343473 and DrugA_gene244 < 0.0918455 and DrugA_gene293 < -0.93138015 and DrugA_gene412 < -0.58773434 and DrugA_gene443 >= 5.5577836 and DrugA_gene867 < -1.2449533 and DrugB_gene23 < 0.37867007 and DrugB_gene244 >= 0.6390306 and DrugB_gene297 >= 0.78575426 and DrugB_gene607 < -0.10767482 and DrugB_gene915 < -2.1943536 and GO:0050768 < -1.1668214 and GO:0050769 >= 66.74397 and then value = 2.99838056407,None
11,None,None
12,None,None
13,None,None
14,if DrugA_gene23 < -0.11201282 and DrugA_gene195 >= 0.48403522 and DrugA_gene293 < -0.93138015 and DrugA_gene332 >= 0.6134168 and DrugA_gene867 >= -0.016102703 and DrugB_gene149 >= -0.1758304 and DrugB_gene195 >= -0.08243911 and DrugB_gene215 >= -2.1798162 and DrugB_gene223 < -0.27697575 and DrugB_gene297 < 0.4340033 and DrugB_gene499 >= -0.1995489 and DrugB_gene721 < 1.4439374 and DrugB_gene899 >= 0.15747553 and GO:0050769 >= 87.30803 and then value = 8.176664869,None
