,0,1
0,None,None
1,None,None
2,if DrugA_gene43 < -0.7064884 and DrugA_gene244 < -0.35494882 and DrugA_gene293 >= 4.349508 and DrugA_gene367 < -0.5409028 and DrugA_gene407 >= 0.33354932 and DrugA_gene408 < -0.23317789 and DrugA_gene421 < -0.53616107 and DrugA_gene422 < -0.15531439 and DrugA_gene424 >= 0.9255964 and DrugA_gene652 < -0.0034244533 and DrugA_gene713 >= 0.5593155 and DrugB_gene367 < -1.0171986 and DrugB_gene407 < 0.07274856 and DrugB_gene408 >= 0.43105358 and DrugB_gene421 >= -0.033639327 and DrugB_gene422 >= 0.031547826 and DrugB_gene423 >= 0.59251404 and DrugB_gene427 >= -0.3577224 and DrugB_gene538 >= 2.2958288 and DrugB_gene580 >= 1.2942598 and DrugB_gene652 < -1.4989474 and DrugB_gene679 < -0.7296313 and DrugB_gene713 < -2.1803937 and DrugB_gene951 < -0.68176246 and GO:0045055 >= 11.654356 and then value = 3.9568244,None
3,None,None
4,if DrugA_gene421 < -0.09267673 and DrugA_gene427 < -0.42644328 and DrugA_gene652 < -0.0040165763 and DrugA_gene713 < -0.21448554 and DrugB_gene367 < -1.0051986 and DrugB_gene424 >= 2.0699291 and GO:0045055 < -15.047831 and GO:0140029 >= 104.22301 and compress_node_level_boost_feature_0 >= 197.63821 and compress_LAYER_level_boost_feature_0 >= 88.20972 and then value = 0.4368306244,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene43 < -1.6570418 and DrugA_gene293 >= 0.07731114 and DrugA_gene421 < 0.030182518 and DrugA_gene423 < 0.37025344 and DrugA_gene424 < 0.3690829 and DrugA_gene427 < -0.29133934 and DrugA_gene652 < -0.50375235 and DrugA_gene679 >= 1.3109419 and DrugB_gene244 >= 0.011997085 and DrugB_gene293 < -0.93138015 and DrugB_gene407 >= 4.334649 and DrugB_gene422 < -1.8269624 and DrugB_gene423 < 0.4486813 and DrugB_gene424 < -4.17983 and DrugB_gene427 < -0.23031163 and DrugB_gene580 < 0.9533769 and DrugB_gene652 >= -0.69610953 and DrugB_gene951 >= 0.19037141 and GO:0045055 >= 62.77889 and GO:0140029 >= 71.6357 and compress_node_level_boost_feature_0 >= 47.95488 and compress_LAYER_level_boost_feature_0 < -3.1337757 and then value = 4.404523563850001,None
9,None,None
