,0,1
0,None,None
1,None,None
2,if DrugA_gene32 < 0.16828924 and DrugA_gene38 >= 3.6016812 and DrugA_gene149 < 0.26463008 and DrugA_gene169 >= 4.515053 and DrugA_gene179 < 0.26417744 and DrugA_gene222 >= 0.17405981 and DrugA_gene279 >= 0.64167964 and DrugA_gene332 < 0.013929646 and DrugA_gene337 >= 0.2747909 and DrugA_gene418 >= 0.7191063 and DrugA_gene467 >= 3.3404727 and DrugA_gene470 < 0.055372536 and DrugA_gene480 >= -0.12968382 and DrugA_gene581 < 0.32986116 and DrugA_gene952 >= 1.1586373 and DrugB_gene32 >= 1.1340256 and DrugB_gene38 >= 3.195575 and DrugB_gene80 >= 1.6454642 and DrugB_gene104 >= 1.1329082 and DrugB_gene149 < 0.08289902 and DrugB_gene169 >= 3.2370992 and DrugB_gene179 >= 0.5584972 and DrugB_gene205 >= 0.35369197 and DrugB_gene222 >= 0.2566839 and DrugB_gene279 < -1.6252954 and DrugB_gene292 >= 1.430851 and DrugB_gene332 < 0.20445418 and DrugB_gene337 >= -0.16136447 and DrugB_gene416 >= 1.1501907 and DrugB_gene418 >= 0.75419486 and DrugB_gene470 >= 0.6298348 and DrugB_gene480 < 0.15268704 and DrugB_gene581 < 0.067963384 and DrugB_gene952 >= 0.3304645 and GO:0045604 < 7.867672 and then value = 7.89746735,None
3,None,None
4,if DrugA_gene32 < -0.20766139 and DrugA_gene104 < 0.22628702 and DrugA_gene169 < 0.24149509 and DrugA_gene179 < -0.0927414 and DrugA_gene205 < -2.114373 and DrugA_gene223 < -0.31324685 and DrugA_gene292 < -0.10286266 and DrugA_gene337 >= 0.2747909 and DrugA_gene416 >= 0.6134263 and DrugA_gene470 < -0.2759234 and DrugA_gene480 >= 0.96285117 and DrugB_gene32 >= 0.32854933 and DrugB_gene104 >= 1.1329082 and DrugB_gene279 >= 0.4414562 and DrugB_gene467 < 0.31189933 and DrugB_gene480 < -0.10154833 and DrugB_gene581 < -0.39967102 and GO:0045604 >= 148.49075 and then value = 2.2662293392999997,None
5,None,None
6,None,None
7,None,None
8,if DrugA_gene32 < -0.20766139 and DrugA_gene104 < 0.22628702 and DrugA_gene169 < 0.24149509 and DrugA_gene205 < -2.114373 and DrugA_gene223 < -0.31324685 and DrugA_gene292 < -0.10286266 and DrugA_gene416 >= 0.6134263 and DrugA_gene480 >= 0.96285117 and DrugB_gene279 >= 0.4414562 and DrugB_gene467 < 0.31189933 and DrugB_gene480 < -0.51035357 and DrugB_gene581 < -0.39967102 and GO:0045604 >= 148.49075 and then value = 4.4832703333,None
9,if DrugA_gene80 >= 0.22411647 and DrugA_gene222 >= -0.26685363 and DrugA_gene279 < -0.32343528 and DrugA_gene292 < -0.16073905 and DrugB_gene32 < -0.24282245 and DrugB_gene337 < -1.1722952 and DrugB_gene416 >= 1.5814958 and DrugB_gene418 < 0.16588308 and DrugB_gene480 >= 2.6135159 and compress_LAYER_level_boost_feature_0 < -57.386528 and then value = 0.533089519,None
